index,accuracy,penalty
41442,1,0.04375
41443,0,0.05
41444,1,0.04375
41445,0,0.05
41446,0,0.05
41447,1,0.05625
41448,1,0.04375
41449,0,0.05
41450,0,0.05
41451,1,0.05625
41452,0,0.05
41453,1,0.05625
41454,1,0.05625
41455,2,0.0625
41456,1,0.04375
41457,0,0.05
41458,0,0.05
41459,1,0.05625
41460,0,0.05
41461,1,0.05625
41462,1,0.05625
41463,2,0.0625
41464,0,0.05
41465,1,0.05625
41466,1,0.05625
41467,2,0.0625
41468,1,0.05625
41469,2,0.0625
41470,2,0.0625
41471,3,0.06875
41472,3,0.01875
41473,4,0.025
41474,4,0.025
41475,3,0.03125
41476,4,0.025
41477,3,0.03125
41478,3,0.03125
41479,2,0.0375
41480,4,0.025
41481,3,0.03125
41482,3,0.03125
41483,2,0.0375
41484,3,0.03125
41485,2,0.0375
41486,2,0.0375
41487,1,0.04375
41488,4,0.025
41489,3,0.03125
41490,3,0.03125
41491,2,0.0375
41492,3,0.03125
41493,2,0.0375
41494,2,0.0375
41495,1,0.04375
41496,3,0.03125
41497,2,0.0375
41498,2,0.0375
41499,1,0.04375
41500,2,0.0375
41501,1,0.04375
41502,1,0.04375
41503,0,0.05
41504,4,0.025
41505,3,0.03125
41506,3,0.03125
41507,2,0.0375
41508,3,0.03125
41509,2,0.0375
41510,2,0.0375
41511,1,0.04375
41512,3,0.03125
41513,2,0.0375
41514,2,0.0375
41515,1,0.04375
41516,2,0.0375
41517,1,0.04375
41518,1,0.04375
41519,0,0.05
41520,3,0.03125
41521,2,0.0375
41522,2,0.0375
41523,1,0.04375
41524,2,0.0375
41525,1,0.04375
41526,1,0.04375
41527,0,0.05
41528,2,0.0375
41529,1,0.04375
41530,1,0.04375
41531,0,0.05
41532,1,0.04375
41533,0,0.05
41534,0,0.05
41535,1,0.05625
41536,4,0.025
41537,3,0.03125
41538,3,0.03125
41539,2,0.0375
41540,3,0.03125
41541,2,0.0375
41542,2,0.0375
41543,1,0.04375
41544,3,0.03125
41545,2,0.0375
41546,2,0.0375
41547,1,0.04375
41548,2,0.0375
41549,1,0.04375
41550,1,0.04375
41551,0,0.05
41552,3,0.03125
41553,2,0.0375
41554,2,0.0375
41555,1,0.04375
41556,2,0.0375
41557,1,0.04375
41558,1,0.04375
41559,0,0.05
41560,2,0.0375
41561,1,0.04375
41562,1,0.04375
41563,0,0.05
41564,1,0.04375
41565,0,0.05
41566,0,0.05
41567,1,0.05625
41568,3,0.03125
41569,2,0.0375
41570,2,0.0375
41571,1,0.04375
41572,2,0.0375
41573,1,0.04375
41574,1,0.04375
41575,0,0.05
41576,2,0.0375
41577,1,0.04375
41578,1,0.04375
41579,0,0.05
41580,1,0.04375
41581,0,0.05
41582,0,0.05
41583,1,0.05625
41584,2,0.0375
41585,1,0.04375
41586,1,0.04375
41587,0,0.05
41588,1,0.04375
41589,0,0.05
41590,0,0.05
41591,1,0.05625
41592,1,0.04375
41593,0,0.05
41594,0,0.05
41595,1,0.05625
41596,0,0.05
41597,1,0.05625
41598,1,0.05625
41599,2,0.0625
41600,4,0.025
41601,3,0.03125
41602,3,0.03125
41603,2,0.0375
41604,3,0.03125
41605,2,0.0375
41606,2,0.0375
41607,1,0.04375
41608,3,0.03125
41609,2,0.0375
41610,2,0.0375
41611,1,0.04375
41612,2,0.0375
41613,1,0.04375
41614,1,0.04375
41615,0,0.05
41616,3,0.03125
41617,2,0.0375
41618,2,0.0375
41619,1,0.04375
41620,2,0.0375
41621,1,0.04375
41622,1,0.04375
41623,0,0.05
41624,2,0.0375
41625,1,0.04375
41626,1,0.04375
41627,0,0.05
41628,1,0.04375
41629,0,0.05
41630,0,0.05
41631,1,0.05625
41632,3,0.03125
41633,2,0.0375
41634,2,0.0375
41635,1,0.04375
41636,2,0.0375
41637,1,0.04375
41638,1,0.04375
41639,0,0.05
41640,2,0.0375
41641,1,0.04375
41642,1,0.04375
41643,0,0.05
41644,1,0.04375
41645,0,0.05
41646,0,0.05
41647,1,0.05625
41648,2,0.0375
41649,1,0.04375
41650,1,0.04375
41651,0,0.05
41652,1,0.04375
41653,0,0.05
41654,0,0.05
41655,1,0.05625
41656,1,0.04375
41657,0,0.05
41658,0,0.05
41659,1,0.05625
41660,0,0.05
41661,1,0.05625
41662,1,0.05625
41663,2,0.0625
41664,3,0.03125
41665,2,0.0375
41666,2,0.0375
41667,1,0.04375
41668,2,0.0375
41669,1,0.04375
41670,1,0.04375
41671,0,0.05
41672,2,0.0375
41673,1,0.04375
41674,1,0.04375
41675,0,0.05
41676,1,0.04375
41677,0,0.05
41678,0,0.05
41679,1,0.05625
41680,2,0.0375
41681,1,0.04375
41682,1,0.04375
41683,0,0.05
41684,1,0.04375
41685,0,0.05
41686,0,0.05
41687,1,0.05625
41688,1,0.04375
41689,0,0.05
41690,0,0.05
41691,1,0.05625
41692,0,0.05
41693,1,0.05625
41694,1,0.05625
41695,2,0.0625
41696,2,0.0375
41697,1,0.04375
41698,1,0.04375
41699,0,0.05
41700,1,0.04375
41701,0,0.05
41702,0,0.05
41703,1,0.05625
41704,1,0.04375
41705,0,0.05
41706,0,0.05
41707,1,0.05625
41708,0,0.05
41709,1,0.05625
41710,1,0.05625
41711,2,0.0625
41712,1,0.04375
41713,0,0.05
41714,0,0.05
41715,1,0.05625
41716,0,0.05
41717,1,0.05625
41718,1,0.05625
41719,2,0.0625
41720,0,0.05
41721,1,0.05625
41722,1,0.05625
41723,2,0.0625
41724,1,0.05625
41725,2,0.0625
41726,2,0.0625
41727,3,0.06875
41728,4,0.025
41729,3,0.03125
41730,3,0.03125
41731,2,0.0375
41732,3,0.03125
41733,2,0.0375
41734,2,0.0375
41735,1,0.04375
41736,3,0.03125
41737,2,0.0375
41738,2,0.0375
41739,1,0.04375
41740,2,0.0375
41741,1,0.04375
41742,1,0.04375
41743,0,0.05
41744,3,0.03125
41745,2,0.0375
41746,2,0.0375
41747,1,0.04375
41748,2,0.0375
41749,1,0.04375
41750,1,0.04375
41751,0,0.05
41752,2,0.0375
41753,1,0.04375
41754,1,0.04375
41755,0,0.05
41756,1,0.04375
41757,0,0.05
41758,0,0.05
41759,1,0.05625
41760,3,0.03125
41761,2,0.0375
41762,2,0.0375
41763,1,0.04375
41764,2,0.0375
41765,1,0.04375
41766,1,0.04375
41767,0,0.05
41768,2,0.0375
41769,1,0.04375
41770,1,0.04375
41771,0,0.05
41772,1,0.04375
41773,0,0.05
41774,0,0.05
41775,1,0.05625
41776,2,0.0375
41777,1,0.04375
41778,1,0.04375
41779,0,0.05
41780,1,0.04375
41781,0,0.05
41782,0,0.05
41783,1,0.05625
41784,1,0.04375
41785,0,0.05
41786,0,0.05
41787,1,0.05625
41788,0,0.05
41789,1,0.05625
41790,1,0.05625
41791,2,0.0625
41792,3,0.03125
41793,2,0.0375
41794,2,0.0375
41795,1,0.04375
41796,2,0.0375
41797,1,0.04375
41798,1,0.04375
41799,0,0.05
41800,2,0.0375
41801,1,0.04375
41802,1,0.04375
41803,0,0.05
41804,1,0.04375
41805,0,0.05
41806,0,0.05
41807,1,0.05625
41808,2,0.0375
41809,1,0.04375
41810,1,0.04375
41811,0,0.05
41812,1,0.04375
41813,0,0.05
41814,0,0.05
41815,1,0.05625
41816,1,0.04375
41817,0,0.05
41818,0,0.05
41819,1,0.05625
41820,0,0.05
41821,1,0.05625
41822,1,0.05625
41823,2,0.0625
41824,2,0.0375
41825,1,0.04375
41826,1,0.04375
41827,0,0.05
41828,1,0.04375
41829,0,0.05
41830,0,0.05
41831,1,0.05625
41832,1,0.04375
41833,0,0.05
41834,0,0.05
41835,1,0.05625
41836,0,0.05
41837,1,0.05625
41838,1,0.05625
41839,2,0.0625
41840,1,0.04375
41841,0,0.05
41842,0,0.05
41843,1,0.05625
41844,0,0.05
41845,1,0.05625
41846,1,0.05625
41847,2,0.0625
41848,0,0.05
41849,1,0.05625
41850,1,0.05625
41851,2,0.0625
41852,1,0.05625
41853,2,0.0625
41854,2,0.0625
41855,3,0.06875
41856,3,0.03125
41857,2,0.0375
41858,2,0.0375
41859,1,0.04375
41860,2,0.0375
41861,1,0.04375
41862,1,0.04375
41863,0,0.05
41864,2,0.0375
41865,1,0.04375
41866,1,0.04375
41867,0,0.05
41868,1,0.04375
41869,0,0.05
41870,0,0.05
41871,1,0.05625
41872,2,0.0375
41873,1,0.04375
41874,1,0.04375
41875,0,0.05
41876,1,0.04375
41877,0,0.05
41878,0,0.05
41879,1,0.05625
41880,1,0.04375
41881,0,0.05
41882,0,0.05
41883,1,0.05625
41884,0,0.05
41885,1,0.05625
41886,1,0.05625
41887,2,0.0625
41888,2,0.0375
41889,1,0.04375
41890,1,0.04375
41891,0,0.05
41892,1,0.04375
41893,0,0.05
41894,0,0.05
41895,1,0.05625
41896,1,0.04375
41897,0,0.05
41898,0,0.05
41899,1,0.05625
41900,0,0.05
41901,1,0.05625
41902,1,0.05625
41903,2,0.0625
41904,1,0.04375
41905,0,0.05
41906,0,0.05
41907,1,0.05625
41908,0,0.05
41909,1,0.05625
41910,1,0.05625
41911,2,0.0625
41912,0,0.05
41913,1,0.05625
41914,1,0.05625
41915,2,0.0625
41916,1,0.05625
41917,2,0.0625
41918,2,0.0625
41919,3,0.06875
41920,2,0.0375
41921,1,0.04375
41922,1,0.04375
41923,0,0.05
41924,1,0.04375
41925,0,0.05
41926,0,0.05
41927,1,0.05625
41928,1,0.04375
41929,0,0.05
41930,0,0.05
41931,1,0.05625
41932,0,0.05
41933,1,0.05625
41934,1,0.05625
41935,2,0.0625
41936,1,0.04375
41937,0,0.05
41938,0,0.05
41939,1,0.05625
41940,0,0.05
41941,1,0.05625
41942,1,0.05625
41943,2,0.0625
41944,0,0.05
41945,1,0.05625
41946,1,0.05625
41947,2,0.0625
41948,1,0.05625
41949,2,0.0625
41950,2,0.0625
41951,3,0.06875
41952,1,0.04375
41953,0,0.05
41954,0,0.05
41955,1,0.05625
41956,0,0.05
41957,1,0.05625
41958,1,0.05625
41959,2,0.0625
41960,0,0.05
41961,1,0.05625
41962,1,0.05625
41963,2,0.0625
41964,1,0.05625
41965,2,0.0625
41966,2,0.0625
41967,3,0.06875
41968,0,0.05
41969,1,0.05625
41970,1,0.05625
41971,2,0.0625
41972,1,0.05625
41973,2,0.0625
41974,2,0.0625
41975,3,0.06875
41976,1,0.05625
41977,2,0.0625
41978,2,0.0625
41979,3,0.06875
41980,2,0.0625
41981,3,0.06875
41982,3,0.06875
41983,4,0.075
41984,3,0.01875
41985,4,0.025
41986,4,0.025
41987,3,0.03125
41988,4,0.025
41989,3,0.03125
41990,3,0.03125
41991,2,0.0375
41992,4,0.025
41993,3,0.03125
41994,3,0.03125
41995,2,0.0375
41996,3,0.03125
41997,2,0.0375
41998,2,0.0375
41999,1,0.04375
42000,4,0.025
42001,3,0.03125
42002,3,0.03125
42003,2,0.0375
42004,3,0.03125
42005,2,0.0375
42006,2,0.0375
42007,1,0.04375
42008,3,0.03125
42009,2,0.0375
42010,2,0.0375
42011,1,0.04375
42012,2,0.0375
42013,1,0.04375
42014,1,0.04375
42015,0,0.05
42016,4,0.025
42017,3,0.03125
42018,3,0.03125
42019,2,0.0375
42020,3,0.03125
42021,2,0.0375
42022,2,0.0375
42023,1,0.04375
42024,3,0.03125
42025,2,0.0375
42026,2,0.0375
42027,1,0.04375
42028,2,0.0375
42029,1,0.04375
42030,1,0.04375
42031,0,0.05
42032,3,0.03125
42033,2,0.0375
42034,2,0.0375
42035,1,0.04375
42036,2,0.0375
42037,1,0.04375
42038,1,0.04375
42039,0,0.05
42040,2,0.0375
42041,1,0.04375
42042,1,0.04375
42043,0,0.05
42044,1,0.04375
42045,0,0.05
42046,0,0.05
42047,1,0.05625
42048,4,0.025
42049,3,0.03125
42050,3,0.03125
42051,2,0.0375
42052,3,0.03125
42053,2,0.0375
42054,2,0.0375
42055,1,0.04375
42056,3,0.03125
42057,2,0.0375
42058,2,0.0375
42059,1,0.04375
42060,2,0.0375
42061,1,0.04375
42062,1,0.04375
42063,0,0.05
42064,3,0.03125
42065,2,0.0375
42066,2,0.0375
42067,1,0.04375
42068,2,0.0375
42069,1,0.04375
42070,1,0.04375
42071,0,0.05
42072,2,0.0375
42073,1,0.04375
42074,1,0.04375
42075,0,0.05
42076,1,0.04375
42077,0,0.05
42078,0,0.05
42079,1,0.05625
42080,3,0.03125
42081,2,0.0375
42082,2,0.0375
42083,1,0.04375
42084,2,0.0375
42085,1,0.04375
42086,1,0.04375
42087,0,0.05
42088,2,0.0375
42089,1,0.04375
42090,1,0.04375
42091,0,0.05
42092,1,0.04375
42093,0,0.05
42094,0,0.05
42095,1,0.05625
42096,2,0.0375
42097,1,0.04375
42098,1,0.04375
42099,0,0.05
42100,1,0.04375
42101,0,0.05
42102,0,0.05
42103,1,0.05625
42104,1,0.04375
42105,0,0.05
42106,0,0.05
42107,1,0.05625
42108,0,0.05
42109,1,0.05625
42110,1,0.05625
42111,2,0.0625
42112,4,0.025
42113,3,0.03125
42114,3,0.03125
42115,2,0.0375
42116,3,0.03125
42117,2,0.0375
42118,2,0.0375
42119,1,0.04375
42120,3,0.03125
42121,2,0.0375
42122,2,0.0375
42123,1,0.04375
42124,2,0.0375
42125,1,0.04375
42126,1,0.04375
42127,0,0.05
42128,3,0.03125
42129,2,0.0375
42130,2,0.0375
42131,1,0.04375
42132,2,0.0375
42133,1,0.04375
42134,1,0.04375
42135,0,0.05
42136,2,0.0375
42137,1,0.04375
42138,1,0.04375
42139,0,0.05
42140,1,0.04375
42141,0,0.05
42142,0,0.05
42143,1,0.05625
42144,3,0.03125
42145,2,0.0375
42146,2,0.0375
42147,1,0.04375
42148,2,0.0375
42149,1,0.04375
42150,1,0.04375
42151,0,0.05
42152,2,0.0375
42153,1,0.04375
42154,1,0.04375
42155,0,0.05
42156,1,0.04375
42157,0,0.05
42158,0,0.05
42159,1,0.05625
42160,2,0.0375
42161,1,0.04375
42162,1,0.04375
42163,0,0.05
42164,1,0.04375
42165,0,0.05
42166,0,0.05
42167,1,0.05625
42168,1,0.04375
42169,0,0.05
42170,0,0.05
42171,1,0.05625
42172,0,0.05
42173,1,0.05625
42174,1,0.05625
42175,2,0.0625
42176,3,0.03125
42177,2,0.0375
42178,2,0.0375
42179,1,0.04375
42180,2,0.0375
42181,1,0.04375
42182,1,0.04375
42183,0,0.05
42184,2,0.0375
42185,1,0.04375
42186,1,0.04375
42187,0,0.05
42188,1,0.04375
42189,0,0.05
42190,0,0.05
42191,1,0.05625
42192,2,0.0375
42193,1,0.04375
42194,1,0.04375
42195,0,0.05
42196,1,0.04375
42197,0,0.05
42198,0,0.05
42199,1,0.05625
42200,1,0.04375
42201,0,0.05
42202,0,0.05
42203,1,0.05625
42204,0,0.05
42205,1,0.05625
42206,1,0.05625
42207,2,0.0625
42208,2,0.0375
42209,1,0.04375
42210,1,0.04375
42211,0,0.05
42212,1,0.04375
42213,0,0.05
42214,0,0.05
42215,1,0.05625
42216,1,0.04375
42217,0,0.05
42218,0,0.05
42219,1,0.05625
42220,0,0.05
42221,1,0.05625
42222,1,0.05625
42223,2,0.0625
42224,1,0.04375
42225,0,0.05
42226,0,0.05
42227,1,0.05625
42228,0,0.05
42229,1,0.05625
42230,1,0.05625
42231,2,0.0625
42232,0,0.05
42233,1,0.05625
42234,1,0.05625
42235,2,0.0625
42236,1,0.05625
42237,2,0.0625
42238,2,0.0625
42239,3,0.06875
42240,4,0.025
42241,3,0.03125
42242,3,0.03125
42243,2,0.0375
42244,3,0.03125
42245,2,0.0375
42246,2,0.0375
42247,1,0.04375
42248,3,0.03125
42249,2,0.0375
42250,2,0.0375
42251,1,0.04375
42252,2,0.0375
42253,1,0.04375
42254,1,0.04375
42255,0,0.05
42256,3,0.03125
42257,2,0.0375
42258,2,0.0375
42259,1,0.04375
42260,2,0.0375
42261,1,0.04375
42262,1,0.04375
42263,0,0.05
42264,2,0.0375
42265,1,0.04375
42266,1,0.04375
42267,0,0.05
42268,1,0.04375
42269,0,0.05
42270,0,0.05
42271,1,0.05625
42272,3,0.03125
42273,2,0.0375
42274,2,0.0375
42275,1,0.04375
42276,2,0.0375
42277,1,0.04375
42278,1,0.04375
42279,0,0.05
42280,2,0.0375
42281,1,0.04375
42282,1,0.04375
42283,0,0.05
42284,1,0.04375
42285,0,0.05
42286,0,0.05
42287,1,0.05625
42288,2,0.0375
42289,1,0.04375
42290,1,0.04375
42291,0,0.05
42292,1,0.04375
42293,0,0.05
42294,0,0.05
42295,1,0.05625
42296,1,0.04375
42297,0,0.05
42298,0,0.05
42299,1,0.05625
42300,0,0.05
42301,1,0.05625
42302,1,0.05625
42303,2,0.0625
42304,3,0.03125
42305,2,0.0375
42306,2,0.0375
42307,1,0.04375
42308,2,0.0375
42309,1,0.04375
42310,1,0.04375
42311,0,0.05
42312,2,0.0375
42313,1,0.04375
42314,1,0.04375
42315,0,0.05
42316,1,0.04375
42317,0,0.05
42318,0,0.05
42319,1,0.05625
42320,2,0.0375
42321,1,0.04375
42322,1,0.04375
42323,0,0.05
42324,1,0.04375
42325,0,0.05
42326,0,0.05
42327,1,0.05625
42328,1,0.04375
42329,0,0.05
42330,0,0.05
42331,1,0.05625
42332,0,0.05
42333,1,0.05625
42334,1,0.05625
42335,2,0.0625
42336,2,0.0375
42337,1,0.04375
42338,1,0.04375
42339,0,0.05
42340,1,0.04375
42341,0,0.05
42342,0,0.05
42343,1,0.05625
42344,1,0.04375
42345,0,0.05
42346,0,0.05
42347,1,0.05625
42348,0,0.05
42349,1,0.05625
42350,1,0.05625
42351,2,0.0625
42352,1,0.04375
42353,0,0.05
42354,0,0.05
42355,1,0.05625
42356,0,0.05
42357,1,0.05625
42358,1,0.05625
42359,2,0.0625
42360,0,0.05
42361,1,0.05625
42362,1,0.05625
42363,2,0.0625
42364,1,0.05625
42365,2,0.0625
42366,2,0.0625
42367,3,0.06875
42368,3,0.03125
42369,2,0.0375
42370,2,0.0375
42371,1,0.04375
42372,2,0.0375
42373,1,0.04375
42374,1,0.04375
42375,0,0.05
42376,2,0.0375
42377,1,0.04375
42378,1,0.04375
42379,0,0.05
42380,1,0.04375
42381,0,0.05
42382,0,0.05
42383,1,0.05625
42384,2,0.0375
42385,1,0.04375
42386,1,0.04375
42387,0,0.05
42388,1,0.04375
42389,0,0.05
42390,0,0.05
42391,1,0.05625
42392,1,0.04375
42393,0,0.05
42394,0,0.05
42395,1,0.05625
42396,0,0.05
42397,1,0.05625
42398,1,0.05625
42399,2,0.0625
42400,2,0.0375
42401,1,0.04375
42402,1,0.04375
42403,0,0.05
42404,1,0.04375
42405,0,0.05
42406,0,0.05
42407,1,0.05625
42408,1,0.04375
42409,0,0.05
42410,0,0.05
42411,1,0.05625
42412,0,0.05
42413,1,0.05625
42414,1,0.05625
42415,2,0.0625
42416,1,0.04375
42417,0,0.05
42418,0,0.05
42419,1,0.05625
42420,0,0.05
42421,1,0.05625
42422,1,0.05625
42423,2,0.0625
42424,0,0.05
42425,1,0.05625
42426,1,0.05625
42427,2,0.0625
42428,1,0.05625
42429,2,0.0625
42430,2,0.0625
42431,3,0.06875
42432,2,0.0375
42433,1,0.04375
42434,1,0.04375
42435,0,0.05
42436,1,0.04375
42437,0,0.05
42438,0,0.05
42439,1,0.05625
42440,1,0.04375
42441,0,0.05
42442,0,0.05
42443,1,0.05625
42444,0,0.05
42445,1,0.05625
42446,1,0.05625
42447,2,0.0625
42448,1,0.04375
42449,0,0.05
42450,0,0.05
42451,1,0.05625
42452,0,0.05
42453,1,0.05625
42454,1,0.05625
42455,2,0.0625
42456,0,0.05
42457,1,0.05625
42458,1,0.05625
42459,2,0.0625
42460,1,0.05625
42461,2,0.0625
42462,2,0.0625
42463,3,0.06875
42464,1,0.04375
42465,0,0.05
42466,0,0.05
42467,1,0.05625
42468,0,0.05
42469,1,0.05625
42470,1,0.05625
42471,2,0.0625
42472,0,0.05
42473,1,0.05625
42474,1,0.05625
42475,2,0.0625
42476,1,0.05625
42477,2,0.0625
42478,2,0.0625
42479,3,0.06875
42480,0,0.05
42481,1,0.05625
42482,1,0.05625
42483,2,0.0625
42484,1,0.05625
42485,2,0.0625
42486,2,0.0625
42487,3,0.06875
42488,1,0.05625
42489,2,0.0625
42490,2,0.0625
42491,3,0.06875
42492,2,0.0625
42493,3,0.06875
42494,3,0.06875
42495,4,0.075
42496,4,0.025
42497,3,0.03125
42498,3,0.03125
42499,2,0.0375
42500,3,0.03125
42501,2,0.0375
42502,2,0.0375
42503,1,0.04375
42504,3,0.03125
42505,2,0.0375
42506,2,0.0375
42507,1,0.04375
42508,2,0.0375
42509,1,0.04375
42510,1,0.04375
42511,0,0.05
42512,3,0.03125
42513,2,0.0375
42514,2,0.0375
42515,1,0.04375
42516,2,0.0375
42517,1,0.04375
42518,1,0.04375
42519,0,0.05
42520,2,0.0375
42521,1,0.04375
42522,1,0.04375
42523,0,0.05
42524,1,0.04375
42525,0,0.05
42526,0,0.05
42527,1,0.05625
42528,3,0.03125
42529,2,0.0375
42530,2,0.0375
42531,1,0.04375
42532,2,0.0375
42533,1,0.04375
42534,1,0.04375
42535,0,0.05
42536,2,0.0375
42537,1,0.04375
42538,1,0.04375
42539,0,0.05
42540,1,0.04375
42541,0,0.05
42542,0,0.05
42543,1,0.05625
42544,2,0.0375
42545,1,0.04375
42546,1,0.04375
42547,0,0.05
42548,1,0.04375
42549,0,0.05
42550,0,0.05
42551,1,0.05625
42552,1,0.04375
42553,0,0.05
42554,0,0.05
42555,1,0.05625
42556,0,0.05
42557,1,0.05625
42558,1,0.05625
42559,2,0.0625
42560,3,0.03125
42561,2,0.0375
42562,2,0.0375
42563,1,0.04375
42564,2,0.0375
42565,1,0.04375
42566,1,0.04375
42567,0,0.05
42568,2,0.0375
42569,1,0.04375
42570,1,0.04375
42571,0,0.05
42572,1,0.04375
42573,0,0.05
42574,0,0.05
42575,1,0.05625
42576,2,0.0375
42577,1,0.04375
42578,1,0.04375
42579,0,0.05
42580,1,0.04375
42581,0,0.05
42582,0,0.05
42583,1,0.05625
42584,1,0.04375
42585,0,0.05
42586,0,0.05
42587,1,0.05625
42588,0,0.05
42589,1,0.05625
42590,1,0.05625
42591,2,0.0625
42592,2,0.0375
42593,1,0.04375
42594,1,0.04375
42595,0,0.05
42596,1,0.04375
42597,0,0.05
42598,0,0.05
42599,1,0.05625
42600,1,0.04375
42601,0,0.05
42602,0,0.05
42603,1,0.05625
42604,0,0.05
42605,1,0.05625
42606,1,0.05625
42607,2,0.0625
42608,1,0.04375
42609,0,0.05
42610,0,0.05
42611,1,0.05625
42612,0,0.05
42613,1,0.05625
42614,1,0.05625
42615,2,0.0625
42616,0,0.05
42617,1,0.05625
42618,1,0.05625
42619,2,0.0625
42620,1,0.05625
42621,2,0.0625
42622,2,0.0625
42623,3,0.06875
42624,3,0.03125
42625,2,0.0375
42626,2,0.0375
42627,1,0.04375
42628,2,0.0375
42629,1,0.04375
42630,1,0.04375
42631,0,0.05
42632,2,0.0375
42633,1,0.04375
42634,1,0.04375
42635,0,0.05
42636,1,0.04375
42637,0,0.05
42638,0,0.05
42639,1,0.05625
42640,2,0.0375
42641,1,0.04375
42642,1,0.04375
42643,0,0.05
42644,1,0.04375
42645,0,0.05
42646,0,0.05
42647,1,0.05625
42648,1,0.04375
42649,0,0.05
42650,0,0.05
42651,1,0.05625
42652,0,0.05
42653,1,0.05625
42654,1,0.05625
42655,2,0.0625
42656,2,0.0375
42657,1,0.04375
42658,1,0.04375
42659,0,0.05
42660,1,0.04375
42661,0,0.05
42662,0,0.05
42663,1,0.05625
42664,1,0.04375
42665,0,0.05
42666,0,0.05
42667,1,0.05625
42668,0,0.05
42669,1,0.05625
42670,1,0.05625
42671,2,0.0625
42672,1,0.04375
42673,0,0.05
42674,0,0.05
42675,1,0.05625
42676,0,0.05
42677,1,0.05625
42678,1,0.05625
42679,2,0.0625
42680,0,0.05
42681,1,0.05625
42682,1,0.05625
42683,2,0.0625
42684,1,0.05625
42685,2,0.0625
42686,2,0.0625
42687,3,0.06875
42688,2,0.0375
42689,1,0.04375
42690,1,0.04375
42691,0,0.05
42692,1,0.04375
42693,0,0.05
42694,0,0.05
42695,1,0.05625
42696,1,0.04375
42697,0,0.05
42698,0,0.05
42699,1,0.05625
42700,0,0.05
42701,1,0.05625
42702,1,0.05625
42703,2,0.0625
42704,1,0.04375
42705,0,0.05
42706,0,0.05
42707,1,0.05625
42708,0,0.05
42709,1,0.05625
42710,1,0.05625
42711,2,0.0625
42712,0,0.05
42713,1,0.05625
42714,1,0.05625
42715,2,0.0625
42716,1,0.05625
42717,2,0.0625
42718,2,0.0625
42719,3,0.06875
42720,1,0.04375
42721,0,0.05
42722,0,0.05
42723,1,0.05625
42724,0,0.05
42725,1,0.05625
42726,1,0.05625
42727,2,0.0625
42728,0,0.05
42729,1,0.05625
42730,1,0.05625
42731,2,0.0625
42732,1,0.05625
42733,2,0.0625
42734,2,0.0625
42735,3,0.06875
42736,0,0.05
42737,1,0.05625
42738,1,0.05625
42739,2,0.0625
42740,1,0.05625
42741,2,0.0625
42742,2,0.0625
42743,3,0.06875
42744,1,0.05625
42745,2,0.0625
42746,2,0.0625
42747,3,0.06875
42748,2,0.0625
42749,3,0.06875
42750,3,0.06875
42751,4,0.075
42752,3,0.03125
42753,2,0.0375
42754,2,0.0375
42755,1,0.04375
42756,2,0.0375
42757,1,0.04375
42758,1,0.04375
42759,0,0.05
42760,2,0.0375
42761,1,0.04375
42762,1,0.04375
42763,0,0.05
42764,1,0.04375
42765,0,0.05
42766,0,0.05
42767,1,0.05625
42768,2,0.0375
42769,1,0.04375
42770,1,0.04375
42771,0,0.05
42772,1,0.04375
42773,0,0.05
42774,0,0.05
42775,1,0.05625
42776,1,0.04375
42777,0,0.05
42778,0,0.05
42779,1,0.05625
42780,0,0.05
42781,1,0.05625
42782,1,0.05625
42783,2,0.0625
42784,2,0.0375
42785,1,0.04375
42786,1,0.04375
42787,0,0.05
42788,1,0.04375
42789,0,0.05
42790,0,0.05
42791,1,0.05625
42792,1,0.04375
42793,0,0.05
42794,0,0.05
42795,1,0.05625
42796,0,0.05
42797,1,0.05625
42798,1,0.05625
42799,2,0.0625
42800,1,0.04375
42801,0,0.05
42802,0,0.05
42803,1,0.05625
42804,0,0.05
42805,1,0.05625
42806,1,0.05625
42807,2,0.0625
42808,0,0.05
42809,1,0.05625
42810,1,0.05625
42811,2,0.0625
42812,1,0.05625
42813,2,0.0625
42814,2,0.0625
42815,3,0.06875
42816,2,0.0375
42817,1,0.04375
42818,1,0.04375
42819,0,0.05
42820,1,0.04375
42821,0,0.05
42822,0,0.05
42823,1,0.05625
42824,1,0.04375
42825,0,0.05
42826,0,0.05
42827,1,0.05625
42828,0,0.05
42829,1,0.05625
42830,1,0.05625
42831,2,0.0625
42832,1,0.04375
42833,0,0.05
42834,0,0.05
42835,1,0.05625
42836,0,0.05
42837,1,0.05625
42838,1,0.05625
42839,2,0.0625
42840,0,0.05
42841,1,0.05625
42842,1,0.05625
42843,2,0.0625
42844,1,0.05625
42845,2,0.0625
42846,2,0.0625
42847,3,0.06875
42848,1,0.04375
42849,0,0.05
42850,0,0.05
42851,1,0.05625
42852,0,0.05
42853,1,0.05625
42854,1,0.05625
42855,2,0.0625
42856,0,0.05
42857,1,0.05625
42858,1,0.05625
42859,2,0.0625
42860,1,0.05625
42861,2,0.0625
42862,2,0.0625
42863,3,0.06875
42864,0,0.05
42865,1,0.05625
42866,1,0.05625
42867,2,0.0625
42868,1,0.05625
42869,2,0.0625
42870,2,0.0625
42871,3,0.06875
42872,1,0.05625
42873,2,0.0625
42874,2,0.0625
42875,3,0.06875
42876,2,0.0625
42877,3,0.06875
42878,3,0.06875
